,td,dataset,file,prop,subevent,role,causation,syntax,entities,relations,statements,density,3_statements,5_statements,in_degree_3,out_degree_3,in_degree_5,in_degree_simple_hr,out_degree_simple_hr
95,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,test.txt,0,1,1,1,simple_rdf_sp,28165,608,42491,5.538677724471322e-10,42491,0,2.2208226624157215,3.0277183981758586,0,0,0
96,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,train.txt,0,0,1,0,simple_rdf_prop,107485,761,165880,3.634226129923061e-11,165880,0,2.2737927158581552,3.0059437518121195,0,0,0
97,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,valid.txt,0,0,1,0,simple_rdf_prop,15523,491,22954,1.8979433498680386e-09,22954,0,2.1720287660862985,3.0182774490466797,0,0,0
98,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,test.txt,0,0,1,0,simple_rdf_prop,12361,464,18354,2.9685101981802343e-09,18354,0,2.1723280861640433,3.017757316672147,0,0,0
99,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,train.txt,1,1,1,1,simple_rdf_sp,1141716,1190,1837758,2.9608973825521025e-13,1837758,0,2.399824565314019,3.059254863943304,0,0,0
100,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,valid.txt,1,1,1,1,simple_rdf_sp,118737,869,185446,2.9078035311219013e-11,185446,0,2.2936737454852363,3.0653717280960753,0,0,0
101,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,test.txt,1,1,1,1,simple_rdf_sp,41726,720,64282,2.420032726567208e-10,64282,0,2.245148181881875,3.0819908631882664,0,0,0
102,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,train.txt,0,0,0,1,simple_rdf_reification,3541,11,5225,3.6629198049495206e-08,5225,0,1.870748299319728,3.767123287671233,0,0,0
103,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,valid.txt,0,0,0,1,simple_rdf_reification,659,10,870,1.3211784912141631e-06,870,0,1.6893203883495145,3.258426966292135,0,0,0
104,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,test.txt,0,0,0,1,simple_rdf_reification,570,11,788,1.6104511840037105e-06,788,0,1.8325581395348838,3.1146245059288535,0,0,0
105,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,train.txt,1,1,1,0,simple_rdf_sp,1137063,1189,1830839,2.98331897132823e-13,1830839,0,2.4054277964813777,3.0588306344059144,0,0,0
106,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,valid.txt,1,1,1,0,simple_rdf_sp,118122,868,184541,2.936393544876492e-11,184541,0,2.299997498561673,3.064746762661867,0,0,0
107,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,test.txt,1,1,1,0,simple_rdf_sp,41345,716,63731,2.462059441800982e-10,63731,0,2.255955973726256,3.0811269517990496,0,0,0
108,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,train.txt,0,1,1,1,simple_rdf_prop,401575,910,632097,2.5028368566472925e-12,632097,0,2.327770085142739,3.0136500383803035,0,0,0
109,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,valid.txt,0,1,1,1,simple_rdf_prop,42296,639,64406,2.4107231844684347e-10,64406,0,2.221432759631635,3.015262172284644,0,0,0
110,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,test.txt,0,1,1,1,simple_rdf_prop,28152,606,42479,5.541807436588086e-10,42479,0,2.221008051866569,3.0281579697747363,0,0,0
111,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,train.txt,0,0,0,1,simple_rdf_prop,2806,129,3389,8.706765792614765e-08,3389,0,1.2692883895131086,4.372903225806452,0,0,0
